message,beginLine,endLine,beginColumn,endColumn,rule,ruleset,classified_rule,className,methodName,variable,priority
Potential violation of Law of Demeter (method chain calls),401,401,85,123,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener$QueryErrorListener,syntaxError,,3
Avoid autogenerated methods to access private fields and methods of inner / outer classes,402,402,41,49,AccessorMethodGeneration,Best Practices,AccessorMethodGeneration,AstBuilderListener$QueryErrorListener,syntaxError,,3
Potential violation of Law of Demeter (method chain calls),403,403,70,100,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener$QueryErrorListener,syntaxError,,3
Potential violation of Law of Demeter (object not created locally),403,403,70,100,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener$QueryErrorListener,syntaxError,,3
Avoid using Literals in Conditional Statements,404,404,75,75,AvoidLiteralsInIfCondition,Error Prone,BEST_PRACTICE,AstBuilderListener$QueryErrorListener,syntaxError,,3
Potential violation of Law of Demeter (object not created locally),404,404,45,70,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener$QueryErrorListener,syntaxError,,3
Avoid autogenerated methods to access private fields and methods of inner / outer classes,405,406,91,81,AccessorMethodGeneration,Best Practices,AccessorMethodGeneration,AstBuilderListener$QueryErrorListener,syntaxError,,3
Potential violation of Law of Demeter (method chain calls),406,406,97,128,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener$QueryErrorListener,syntaxError,,3
Potential violation of Law of Demeter (object not created locally),406,406,97,128,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener$QueryErrorListener,syntaxError,,3
Avoid autogenerated methods to access private fields and methods of inner / outer classes,407,407,49,66,AccessorMethodGeneration,Best Practices,AccessorMethodGeneration,AstBuilderListener$QueryErrorListener,syntaxError,,3
Avoid autogenerated methods to access private fields and methods of inner / outer classes,408,408,49,64,AccessorMethodGeneration,Best Practices,AccessorMethodGeneration,AstBuilderListener$QueryErrorListener,syntaxError,,3
Avoid autogenerated methods to access private fields and methods of inner / outer classes,409,409,49,57,AccessorMethodGeneration,Best Practices,AccessorMethodGeneration,AstBuilderListener$QueryErrorListener,syntaxError,,3
Avoid using Literals in Conditional Statements,410,410,82,82,AvoidLiteralsInIfCondition,Error Prone,BEST_PRACTICE,AstBuilderListener$QueryErrorListener,syntaxError,,3
Potential violation of Law of Demeter (object not created locally),410,410,52,77,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener$QueryErrorListener,syntaxError,,3
Avoid autogenerated methods to access private fields and methods of inner / outer classes,411,411,91,114,AccessorMethodGeneration,Best Practices,AccessorMethodGeneration,AstBuilderListener$QueryErrorListener,syntaxError,,3
Potential violation of Law of Demeter (method chain calls),412,412,65,96,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener$QueryErrorListener,syntaxError,,3
Potential violation of Law of Demeter (method chain calls),412,412,99,130,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener$QueryErrorListener,syntaxError,,3
Potential violation of Law of Demeter (object not created locally),412,412,65,96,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener$QueryErrorListener,syntaxError,,3
Potential violation of Law of Demeter (object not created locally),412,412,99,130,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener$QueryErrorListener,syntaxError,,3
Avoid autogenerated methods to access private fields and methods of inner / outer classes,413,413,49,66,AccessorMethodGeneration,Best Practices,AccessorMethodGeneration,AstBuilderListener$QueryErrorListener,syntaxError,,3
Avoid autogenerated methods to access private fields and methods of inner / outer classes,414,414,49,64,AccessorMethodGeneration,Best Practices,AccessorMethodGeneration,AstBuilderListener$QueryErrorListener,syntaxError,,3
Avoid autogenerated methods to access private fields and methods of inner / outer classes,415,415,49,57,AccessorMethodGeneration,Best Practices,AccessorMethodGeneration,AstBuilderListener$QueryErrorListener,syntaxError,,3
"Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.",427,427,30,47,FieldDeclarationsShouldBeAtStartOfClass,Code Style,BEST_PRACTICE,AstBuilderListener,,NO_ERROR,3
Avoid excessively long variable names like FULLY_QUALIFIED_NAME,432,432,34,53,LongVariable,Code Style,NAMING_CONVENTIONS,AstBuilderListener,,FULLY_QUALIFIED_NAME,3
"Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.",432,432,30,58,FieldDeclarationsShouldBeAtStartOfClass,Code Style,BEST_PRACTICE,AstBuilderListener,,FULLY_QUALIFIED_NAME,3
Avoid excessively long variable names like INTERNAL_ERROR_MSG,437,437,37,54,LongVariable,Code Style,NAMING_CONVENTIONS,AstBuilderListener,,INTERNAL_ERROR_MSG,3
"Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.",437,437,30,117,FieldDeclarationsShouldBeAtStartOfClass,Code Style,BEST_PRACTICE,AstBuilderListener,,INTERNAL_ERROR_MSG,3
"Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.",442,442,17,58,FieldDeclarationsShouldBeAtStartOfClass,Code Style,BEST_PRACTICE,AstBuilderListener,,stack,3
"Found non-transient, non-static member. Please mark as transient or provide accessors.",442,442,31,35,BeanMembersShouldSerialize,Error Prone,BEST_PRACTICE,AstBuilderListener,,stack,3
Private field 'stack' could be made final; it is only initialized in the declaration or constructor.,442,442,31,35,ImmutableField,Design,BEST_PRACTICE,AstBuilderListener,,stack,3
"Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.",447,447,17,35,FieldDeclarationsShouldBeAtStartOfClass,Code Style,BEST_PRACTICE,AstBuilderListener,,errorRule,3
"Found non-transient, non-static member. Please mark as transient or provide accessors.",447,447,21,29,BeanMembersShouldSerialize,Error Prone,BEST_PRACTICE,AstBuilderListener,,errorRule,3
Comment is too large: Line too long,450,450,1,3,CommentSize,Documentation,METRIC,AstBuilderListener,,,3
"Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.",453,453,23,91,FieldDeclarationsShouldBeAtStartOfClass,Code Style,BEST_PRACTICE,AstBuilderListener,,startPositions,3
"Found non-transient, non-static member. Please mark as transient or provide accessors.",453,453,44,57,BeanMembersShouldSerialize,Error Prone,BEST_PRACTICE,AstBuilderListener,,startPositions,3
"If you run in Java5 or newer and have concurrent access, you should use the ConcurrentHashMap implementation",453,453,23,42,UseConcurrentHashMap,Multithreading,CONCURRENCY,AstBuilderListener,,,3
Comment is too large: Line too long,456,456,1,3,CommentSize,Documentation,METRIC,AstBuilderListener,,,3
"Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.",459,459,23,89,FieldDeclarationsShouldBeAtStartOfClass,Code Style,BEST_PRACTICE,AstBuilderListener,,endPositions,3
"Found non-transient, non-static member. Please mark as transient or provide accessors.",459,459,44,55,BeanMembersShouldSerialize,Error Prone,BEST_PRACTICE,AstBuilderListener,,endPositions,3
"If you run in Java5 or newer and have concurrent access, you should use the ConcurrentHashMap implementation",459,459,23,42,UseConcurrentHashMap,Multithreading,CONCURRENCY,AstBuilderListener,,,3
"Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.",464,464,23,66,FieldDeclarationsShouldBeAtStartOfClass,Code Style,BEST_PRACTICE,AstBuilderListener,,errors,3
"Found non-transient, non-static member. Please mark as transient or provide accessors.",464,464,35,40,BeanMembersShouldSerialize,Error Prone,BEST_PRACTICE,AstBuilderListener,,errors,3
Comment is too large: Line too long,467,467,1,3,CommentSize,Documentation,METRIC,AstBuilderListener,,,3
"Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.",469,469,23,82,FieldDeclarationsShouldBeAtStartOfClass,Code Style,BEST_PRACTICE,AstBuilderListener,,errorListener,3
"Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.",474,474,17,54,FieldDeclarationsShouldBeAtStartOfClass,Code Style,BEST_PRACTICE,AstBuilderListener,,builder,3
"Found non-transient, non-static member. Please mark as transient or provide accessors.",474,474,28,34,BeanMembersShouldSerialize,Error Prone,BEST_PRACTICE,AstBuilderListener,,builder,3
Private field 'builder' could be made final; it is only initialized in the declaration or constructor.,474,474,28,34,ImmutableField,Design,BEST_PRACTICE,AstBuilderListener,,builder,3
Comment is too large: Line too long,477,477,1,3,CommentSize,Documentation,METRIC,AstBuilderListener,,,3
"Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.",479,479,17,46,FieldDeclarationsShouldBeAtStartOfClass,Code Style,BEST_PRACTICE,AstBuilderListener,,environment,3
"Found non-transient, non-static member. Please mark as transient or provide accessors.",479,479,35,45,BeanMembersShouldSerialize,Error Prone,BEST_PRACTICE,AstBuilderListener,,environment,3
Private field 'environment' could be made final; it is only initialized in the declaration or constructor.,479,479,35,45,ImmutableField,Design,BEST_PRACTICE,AstBuilderListener,,environment,3
It is a good practice to call super() in a constructor,487,489,16,9,CallSuperInConstructor,Code Style,OBJECT_ORIENTED_DESING,AstBuilderListener,AstBuilderListener,,3
Parameter 'environment' is not assigned and could be declared final,487,487,35,63,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,AstBuilderListener,environment,3
'catch' branch identical to 'EmptyStackException' branch,538,540,19,17,IdenticalCatchBranches,Code Style,STYLE_CONVENTIONS,AstBuilderListener,pop,,3
'catch' branch identical to 'EmptyStackException' branch,553,555,19,17,IdenticalCatchBranches,Code Style,STYLE_CONVENTIONS,AstBuilderListener,popString,,3
'catch' branch identical to 'EmptyStackException' branch,568,570,19,17,IdenticalCatchBranches,Code Style,STYLE_CONVENTIONS,AstBuilderListener,popVariableDeclaration,,3
'catch' branch identical to 'EmptyStackException' branch,583,585,19,17,IdenticalCatchBranches,Code Style,STYLE_CONVENTIONS,AstBuilderListener,popTypeLiteral,,3
'catch' branch identical to 'EmptyStackException' branch,598,600,19,17,IdenticalCatchBranches,Code Style,STYLE_CONVENTIONS,AstBuilderListener,popArgs,,3
Parameter 'obj' is not assigned and could be declared final,609,609,27,36,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,push,obj,3
Parameter 'error' is not assigned and could be declared final,619,619,32,42,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,pushError,error,3
Parameter 'ctx' is not assigned and could be declared final,625,625,33,50,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitIntType,ctx,3
Unnecessary use of fully qualified name 'java.lang.Boolean' due to existing implicit import 'java.lang.*',626,626,69,85,UnnecessaryFullyQualifiedName,Code Style,BEST_PRACTICE,AstBuilderListener,exitIntType,,4
Potential violation of Law of Demeter (static property access),628,628,65,89,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitIntType,,3
Potential violation of Law of Demeter (static property access),629,629,63,85,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitIntType,,3
Parameter 'ctx' is not assigned and could be declared final,635,635,34,52,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitFalseLit,ctx,3
Potential violation of Law of Demeter (static property access),638,638,68,92,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitFalseLit,,3
Potential violation of Law of Demeter (static property access),639,639,66,88,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitFalseLit,,3
Parameter 'ctx' is not assigned and could be declared final,645,645,34,52,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitRealType,ctx,3
Potential violation of Law of Demeter (static property access),648,648,65,89,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitRealType,,3
Potential violation of Law of Demeter (static property access),649,649,63,85,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitRealType,,3
Parameter 'ctx' is not assigned and could be declared final,655,655,33,50,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitTrueLit,ctx,3
Potential violation of Law of Demeter (static property access),658,658,68,92,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitTrueLit,,3
Potential violation of Law of Demeter (static property access),659,659,66,88,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitTrueLit,,3
Parameter 'ctx' is not assigned and could be declared final,665,665,33,50,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitSeqType,ctx,3
Avoid excessively long variable names like collectionTypeLiteral,667,667,45,65,LongVariable,Code Style,NAMING_CONVENTIONS,AstBuilderListener,exitSeqType,collectionTypeLiteral,3
Potential violation of Law of Demeter (static property access),670,670,75,99,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitSeqType,,3
Potential violation of Law of Demeter (static property access),671,671,73,95,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitSeqType,,3
Parameter 'ctx' is not assigned and could be declared final,677,677,33,50,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitSetType,ctx,3
Avoid excessively long variable names like collectionTypeLiteral,679,679,45,65,LongVariable,Code Style,NAMING_CONVENTIONS,AstBuilderListener,exitSetType,collectionTypeLiteral,3
Potential violation of Law of Demeter (static property access),682,682,75,99,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitSetType,,3
Potential violation of Law of Demeter (static property access),683,683,73,95,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitSetType,,3
Parameter 'ctx' is not assigned and could be declared final,689,689,29,42,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitNot,ctx,3
Potential violation of Law of Demeter (static property access),692,692,65,89,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitNot,,3
Potential violation of Law of Demeter (static property access),693,693,63,85,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitNot,,3
Parameter 'ctx' is not assigned and could be declared final,699,699,35,54,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitStringLit,ctx,3
Potential violation of Law of Demeter (object not created locally),701,701,75,110,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitStringLit,,3
Potential violation of Law of Demeter (object not created locally),701,701,93,105,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitStringLit,,3
Potential violation of Law of Demeter (static property access),703,703,67,91,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitStringLit,,3
Potential violation of Law of Demeter (static property access),704,704,65,87,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitStringLit,,3
Parameter 'ctx' is not assigned and could be declared final,710,710,33,50,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitRealLit,ctx,3
Potential violation of Law of Demeter (static property access),713,713,65,89,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitRealLit,,3
Potential violation of Law of Demeter (static property access),714,714,63,85,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitRealLit,,3
Parameter 'ctx' is not assigned and could be declared final,720,720,33,50,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitStrType,ctx,3
Unnecessary use of fully qualified name 'java.lang.String' due to existing implicit import 'java.lang.*',721,721,69,84,UnnecessaryFullyQualifiedName,Code Style,BEST_PRACTICE,AstBuilderListener,exitStrType,,4
Potential violation of Law of Demeter (static property access),723,723,65,89,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitStrType,,3
Potential violation of Law of Demeter (static property access),724,724,63,85,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitStrType,,3
Parameter 'ctx' is not assigned and could be declared final,730,730,28,40,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitOr,ctx,3
Parameter 'ctx' is not assigned and could be declared final,735,735,29,42,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitXor,ctx,3
Parameter 'ctx' is not assigned and could be declared final,740,740,33,50,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitImplies,ctx,3
Parameter 'ctx' is not assigned and could be declared final,745,745,37,58,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitBooleanType,ctx,3
Unnecessary use of fully qualified name 'java.lang.Boolean' due to existing implicit import 'java.lang.*',746,746,69,85,UnnecessaryFullyQualifiedName,Code Style,BEST_PRACTICE,AstBuilderListener,exitBooleanType,,4
Potential violation of Law of Demeter (static property access),748,748,65,89,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitBooleanType,,3
Potential violation of Law of Demeter (static property access),749,749,63,85,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitBooleanType,,3
Parameter 'ctx' is not assigned and could be declared final,755,755,36,56,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitIntegerLit,ctx,3
Potential violation of Law of Demeter (static property access),758,758,68,92,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitIntegerLit,,3
Potential violation of Law of Demeter (static property access),759,759,66,88,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitIntegerLit,,3
Parameter 'ctx' is not assigned and could be declared final,765,765,29,42,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitAnd,ctx,3
Parameter 'ctx' is not assigned and could be declared final,770,770,32,48,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitVarRef,ctx,3
Potential violation of Law of Demeter (static property access),773,773,60,84,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitVarRef,,3
Potential violation of Law of Demeter (static property access),774,774,58,80,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitVarRef,,3
Parameter 'ctx' is not assigned and could be declared final,780,780,33,50,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitFeature,ctx,3
Potential violation of Law of Demeter (method chain calls),782,782,53,110,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitFeature,,3
Potential violation of Law of Demeter (method chain calls),782,782,85,109,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitFeature,,3
Potential violation of Law of Demeter (static property access),785,785,65,87,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitFeature,,3
Avoid unused method parameters such as 'ctx'.,798,798,67,69,UnusedFormalParameter,Best Practices,REFACTORINGS_REDUNDANCIES,AstBuilderListener,pushBinary,ctx,3
Parameter 'ctx' is not assigned and could be declared final,798,798,49,69,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,pushBinary,ctx,3
Parameter 'service' is not assigned and could be declared final,798,798,33,46,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,pushBinary,service,3
Local variable 'op2' could be declared final,799,799,17,38,LocalVariableCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,pushBinary,op2,3
Local variable 'op1' could be declared final,800,800,17,38,LocalVariableCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,pushBinary,op1,3
Comment is too large: Line too long,808,808,1,3,CommentSize,Documentation,METRIC,AstBuilderListener,,,3
Parameter 'ctx' is not assigned and could be declared final,814,814,37,58,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitServiceCall,ctx,3
Local variable 'childCount' could be declared final,815,815,17,64,LocalVariableCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitServiceCall,childCount,3
Potential violation of Law of Demeter (method chain calls),815,815,34,64,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitServiceCall,,3
Local variable 'argc' could be declared final,817,817,17,73,LocalVariableCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitServiceCall,argc,3
Found 'DD'-anomaly for variable 'args' (lines '819'-'821').,819,821,25,39,DataflowAnomalyAnalysis,Error Prone,RESOURCE,AstBuilderListener,exitServiceCall,args,5
Found 'DD'-anomaly for variable 'args' (lines '819'-'824').,819,824,17,31,DataflowAnomalyAnalysis,Error Prone,RESOURCE,AstBuilderListener,exitServiceCall,args,5
Found 'DD'-anomaly for variable 'args' (lines '821'-'821').,821,821,25,39,DataflowAnomalyAnalysis,Error Prone,RESOURCE,AstBuilderListener,exitServiceCall,args,5
Found 'DD'-anomaly for variable 'args' (lines '821'-'824').,821,824,17,31,DataflowAnomalyAnalysis,Error Prone,RESOURCE,AstBuilderListener,exitServiceCall,args,5
Local variable 'serviceName' could be declared final,823,823,17,81,LocalVariableCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitServiceCall,serviceName,3
Potential violation of Law of Demeter (method chain calls),823,823,38,81,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitServiceCall,,3
Potential violation of Law of Demeter (method chain calls),823,823,38,81,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitServiceCall,,3
Parameter 'ctx' is not assigned and could be declared final,830,830,29,42,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitMin,ctx,3
Potential violation of Law of Demeter (static property access),833,833,65,89,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitMin,,3
Potential violation of Law of Demeter (static property access),834,834,63,85,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitMin,,3
Parameter 'ctx' is not assigned and could be declared final,840,840,29,42,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitAdd,ctx,3
Avoid variables with short names like op,841,841,30,31,ShortVariable,Code Style,NAMING_CONVENTIONS,AstBuilderListener,exitAdd,op,3
Potential violation of Law of Demeter (method chain calls),841,841,35,59,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitAdd,,3
Parameter 'ctx' is not assigned and could be declared final,853,853,30,44,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitMult,ctx,3
Avoid variables with short names like op,854,854,30,31,ShortVariable,Code Style,NAMING_CONVENTIONS,AstBuilderListener,exitMult,op,3
Potential violation of Law of Demeter (method chain calls),854,854,35,59,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitMult,,3
Parameter 'ctx' is not assigned and could be declared final,866,866,30,44,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitComp,ctx,3
Avoid variables with short names like op,867,867,30,31,ShortVariable,Code Style,NAMING_CONVENTIONS,AstBuilderListener,exitComp,op,3
Potential violation of Law of Demeter (method chain calls),867,867,35,59,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitComp,,3
Parameter 'ctx' is not assigned and could be declared final,893,893,45,70,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,createModelType,ctx,3
"Avoid using final local variables, turn them into fields",894,894,17,40,AvoidFinalLocalVariable,Code Style,BEST_PRACTICE,AstBuilderListener,createModelType,result,3
Found 'DD'-anomaly for variable 'nsPrefix' (lines '897'-'901').,897,901,25,72,DataflowAnomalyAnalysis,Error Prone,RESOURCE,AstBuilderListener,createModelType,nsPrefix,5
Found 'DU'-anomaly for variable 'nsPrefix' (lines '897'-'925').,897,925,24,38,DataflowAnomalyAnalysis,Error Prone,RESOURCE,AstBuilderListener,createModelType,nsPrefix,5
Found 'DD'-anomaly for variable 'name' (lines '898'-'902').,898,902,25,68,DataflowAnomalyAnalysis,Error Prone,RESOURCE,AstBuilderListener,createModelType,name,5
Found 'DD'-anomaly for variable 'name' (lines '898'-'905').,898,905,25,68,DataflowAnomalyAnalysis,Error Prone,RESOURCE,AstBuilderListener,createModelType,name,5
Potential violation of Law of Demeter (method chain calls),899,899,21,51,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,createModelType,,3
Potential violation of Law of Demeter (method chain calls),901,901,36,72,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,createModelType,,3
Potential violation of Law of Demeter (method chain calls),901,901,36,72,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,createModelType,,3
Potential violation of Law of Demeter (method chain calls),902,902,32,68,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,createModelType,,3
Potential violation of Law of Demeter (method chain calls),902,902,32,68,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,createModelType,,3
Potential violation of Law of Demeter (method chain calls),903,903,32,88,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,createModelType,,3
Potential violation of Law of Demeter (method chain calls),905,905,32,68,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,createModelType,,3
Potential violation of Law of Demeter (method chain calls),905,905,32,68,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,createModelType,,3
Potential violation of Law of Demeter (method chain calls),906,906,32,78,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,createModelType,,3
Local variable 'segments' could be declared final,909,909,25,72,LocalVariableCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,createModelType,segments,3
This call to Collection.toArray() may be optimizable,916,916,59,103,OptimizableToArrayCall,Performance,BEST_PRACTICE,AstBuilderListener,createModelType,,3
Potential violation of Law of Demeter (static property access),921,921,60,84,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,createModelType,,3
Potential violation of Law of Demeter (static property access),922,922,58,80,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,createModelType,,3
Comment is too large: Line too long,928,928,1,3,CommentSize,Documentation,METRIC,AstBuilderListener,,,3
Parameter 'ctx' is not assigned and could be declared final,935,935,62,82,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,callFilteredService,ctx,3
Parameter 'serviceName' is not assigned and could be declared final,935,935,42,59,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,callFilteredService,serviceName,3
Avoid using Literals in Conditional Statements,937,937,52,52,AvoidLiteralsInIfCondition,Error Prone,BEST_PRACTICE,AstBuilderListener,callFilteredService,,3
"Avoid using final local variables, turn them into fields",940,940,33,53,AvoidFinalLocalVariable,Code Style,BEST_PRACTICE,AstBuilderListener,callFilteredService,type,3
Local variable 'receiver' could be declared final,946,946,33,59,LocalVariableCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,callFilteredService,receiver,3
Local variable 'receiver' could be declared final,950,950,33,59,LocalVariableCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,callFilteredService,receiver,3
Local variable 'type' could be declared final,955,955,25,59,LocalVariableCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,callFilteredService,type,3
Local variable 'receiver' could be declared final,956,956,25,51,LocalVariableCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,callFilteredService,receiver,3
Comment is too large: Line too long,965,965,1,3,CommentSize,Documentation,METRIC,AstBuilderListener,,,3
Parameter 'ctx' is not assigned and could be declared final,968,968,34,52,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitEContent,ctx,3
Comment is too large: Line too long,975,975,1,3,CommentSize,Documentation,METRIC,AstBuilderListener,,,3
